Entity,Code,Year,Fossil fuels per capita (kWh),Nuclear per capita (kWh),Renewables per capita (kWh)
United Arab Emirates,ARE,1971,52844.918,0,0
United Arab Emirates,ARE,1972,47281.458,0,0
United Arab Emirates,ARE,1973,51375.006,0,0
United Arab Emirates,ARE,1974,47742.032,0,0
United Arab Emirates,ARE,1975,43538.736,0,0
United Arab Emirates,ARE,1976,47320.157,0,0
United Arab Emirates,ARE,1977,67525.904,0,0
United Arab Emirates,ARE,1978,68635.996,0,0
United Arab Emirates,ARE,1979,72286.091,0,0
United Arab Emirates,ARE,1980,106156.191,0,0
United Arab Emirates,ARE,1981,115353.264,0,0
United Arab Emirates,ARE,1982,117485.355,0,0
United Arab Emirates,ARE,1983,107237.52,0,0
United Arab Emirates,ARE,1984,126815.157,0,0
United Arab Emirates,ARE,1985,148924.755,0,0
United Arab Emirates,ARE,1986,170406.805,0,0
United Arab Emirates,ARE,1987,179304.736,0,0
United Arab Emirates,ARE,1988,186732.793,0,0
United Arab Emirates,ARE,1989,198214.976,0,0
United Arab Emirates,ARE,1990,189835.038,0,0
United Arab Emirates,ARE,1991,218369.336,0,0
United Arab Emirates,ARE,1992,199153.415,0,0
United Arab Emirates,ARE,1993,195854.575,0,0
United Arab Emirates,ARE,1994,203563.401,0,0
United Arab Emirates,ARE,1995,201773.488,0,0
United Arab Emirates,ARE,1996,197816.546,0,0
United Arab Emirates,ARE,1997,196315.856,0,0
United Arab Emirates,ARE,1998,190797.969,0,0
United Arab Emirates,ARE,1999,182424.01,0,0
United Arab Emirates,ARE,2000,171943.728,0,0
United Arab Emirates,ARE,2001,164947.5,0,0
United Arab Emirates,ARE,2002,171136.584,0,0
United Arab Emirates,ARE,2003,171027.983,0,0
United Arab Emirates,ARE,2004,166837.843,0,0
United Arab Emirates,ARE,2005,154367.463,0,0
United Arab Emirates,ARE,2006,140584.963,0,0
United Arab Emirates,ARE,2007,133221.44,0,0
United Arab Emirates,ARE,2008,132858.604,0,0
United Arab Emirates,ARE,2009,117453.768,0,2.106
United Arab Emirates,ARE,2010,113961.661,0,5.618
United Arab Emirates,ARE,2011,114860.84,0,5.995
United Arab Emirates,ARE,2012,118047.943,0,6.83
United Arab Emirates,ARE,2013,123632.321,0,24.22
United Arab Emirates,ARE,2014,122799.439,0,87.669
United Arab Emirates,ARE,2015,134406.954,0,86.9
United Arab Emirates,ARE,2016,138132.145,0,93.089
United Arab Emirates,ARE,2017,137865.649,0,208.907
United Arab Emirates,ARE,2018,138117.203,0,341.046
United Arab Emirates,ARE,2019,136259.373,0,1058.397
United Kingdom,GBR,1965,41659.317,775.091,236.189
United Kingdom,GBR,1966,41355.399,1029.126,230.901
United Kingdom,GBR,1967,40966.742,1178.457,247.315
United Kingdom,GBR,1968,42190.808,1319.537,187.526
United Kingdom,GBR,1969,43463.042,1461.184,163.352
United Kingdom,GBR,1970,44334.887,1300.193,226.729
United Kingdom,GBR,1971,43331.894,1372.622,168.065
United Kingdom,GBR,1972,43787.412,1460.059,167.635
United Kingdom,GBR,1973,46000.328,1388.592,190.357
United Kingdom,GBR,1974,43245.997,1664.776,201.603
United Kingdom,GBR,1975,40796.723,1500.789,189.862
United Kingdom,GBR,1976,41314.107,1787.404,224.247
United Kingdom,GBR,1977,41948.942,1977.965,195.419
United Kingdom,GBR,1978,42335.929,1839.663,201.195
United Kingdom,GBR,1979,44348.677,1893.269,212.664
United Kingdom,GBR,1980,40285.046,1829.631,195.402
United Kingdom,GBR,1981,39031.483,1875.981,218.335
United Kingdom,GBR,1982,38174.76,2171.806,224.036
United Kingdom,GBR,1983,38014.222,2464.399,223.893
United Kingdom,GBR,1984,37754.708,2661.704,223.72
United Kingdom,GBR,1985,39098.003,3008.269,194.751
United Kingdom,GBR,1986,40254.712,2903.393,234.384
United Kingdom,GBR,1987,40308.849,2708.161,205.267
United Kingdom,GBR,1988,40328.535,3102.579,238.874
United Kingdom,GBR,1989,39860.665,3497.407,232.918
United Kingdom,GBR,1990,40339.756,3196.63,278.196
United Kingdom,GBR,1991,40938.669,3420.309,253.705
United Kingdom,GBR,1992,40185.378,3713.974,305.456
United Kingdom,GBR,1993,39998.546,4308.93,275.748
United Kingdom,GBR,1994,39338.803,4245.416,335.649
United Kingdom,GBR,1995,39355.711,4265.733,320.568
United Kingdom,GBR,1996,41133.305,4525.161,271.906
United Kingdom,GBR,1997,39957.524,4675.734,341.723
United Kingdom,GBR,1998,40158.451,4723.126,410.605
United Kingdom,GBR,1999,39949.316,4500.62,454.907
United Kingdom,GBR,2000,40652.015,4010.075,467.397
United Kingdom,GBR,2001,40822.234,4205.274,445.657
United Kingdom,GBR,2002,39725.241,4060.189,514.694
United Kingdom,GBR,2003,40201.999,4056.571,492.267
United Kingdom,GBR,2004,40494.974,3616.96,642.689
United Kingdom,GBR,2005,40519.38,3641.563,769.958
United Kingdom,GBR,2006,39846.214,3315.902,830.65
United Kingdom,GBR,2007,38606.669,2724.256,917.374
United Kingdom,GBR,2008,37713.55,2229.457,1080.232
United Kingdom,GBR,2009,34442.674,2885.212,1238.053
United Kingdom,GBR,2010,35282.639,2553.116,1288.784
United Kingdom,GBR,2011,32248.961,2792.172,1621.223
United Kingdom,GBR,2012,32201.34,2810.485,1811.174
United Kingdom,GBR,2013,31320.213,2781.773,2283.008
United Kingdom,GBR,2014,28853.402,2479.754,2720.874
United Kingdom,GBR,2015,28135.628,2702.035,3370.369
United Kingdom,GBR,2016,27530.076,2720.691,3326.571
United Kingdom,GBR,2017,26763.55,2635.233,3868.351
United Kingdom,GBR,2018,26244.336,2408.456,4297.396
United Kingdom,GBR,2019,25528.108,2060.176,4661.45
United States,USA,1965,69915.6,53.532,2952.628
United States,USA,1966,73174.345,79.943,2944.298
United States,USA,1967,74678.427,109.775,3287.132
United States,USA,1968,78593.777,177.997,3289.248
United States,USA,1969,81838.888,196.113,3641.865
United States,USA,1970,83909.879,304.305,3576.13
United States,USA,1971,84499.34,527.083,3795.602
United States,USA,1972,87944.226,741.601,3873.405
United States,USA,1973,90524.341,1134.368,3849.542
United States,USA,1974,86544.463,1534.959,4192.468
United States,USA,1975,82777.763,2302.35,4133.04
United States,USA,1976,86766.519,2527.445,3924.911
United States,USA,1977,88398.231,3287.58,3104.653
United States,USA,1978,86913.297,3588.429,3835.797
United States,USA,1979,87471.502,3281.737,3808.454
United States,USA,1980,83345.764,3199.71,3736.272
United States,USA,1981,79850.212,3442.002,3524.299
United States,USA,1982,74821.603,3536.122,4062.143
United States,USA,1983,73312.73,3638.121,4336.645
United States,USA,1984,76555.932,4020.841,4234.395
United States,USA,1985,75409.33,4664.88,3737.492
United States,USA,1986,74706.421,4986.915,3841.141
United States,USA,1987,76742.92,5432.299,3378.975
United States,USA,1988,79362.228,6228.911,3040.731
United States,USA,1989,80063.784,6198.081,3625.81
United States,USA,1990,78587.188,6690.193,3958.532
United States,USA,1991,77312.863,7036.75,3914.568
United States,USA,1992,78147.189,7040.28,3544.732
United States,USA,1993,78974.317,6875.756,3847.521
United States,USA,1994,79674.361,7140.884,3608.281
United States,USA,1995,79837.623,7425.645,4085.088
United States,USA,1996,81551.189,7352.347,4395.635
United States,USA,1997,81613.27,6764.99,4460.686
United States,USA,1998,81045.69,7158.683,4069.056
United States,USA,1999,81132.007,7644.642,3993.018
United States,USA,2000,82440.032,7824.923,3545.591
United States,USA,2001,79913.845,7847.405,2904
United States,USA,2002,79857.76,7837.19,3427.357
United States,USA,2003,79498.794,7557.186,3552.38
United States,USA,2004,80378.49,7685.512,3526.31
United States,USA,2005,79705.379,7505.759,3598.05
United States,USA,2006,77867.288,7438.734,3933.222
United States,USA,2007,78429.587,7500.825,3699.545
United States,USA,2008,75092.87,7381.565,4112.739
United States,USA,2009,69849.163,7202.115,4497.078
United States,USA,2010,71759.24,7167.383,4648.846
United States,USA,2011,69794.35,6918.088,5384.592
United States,USA,2012,67499.794,6642.088,5188.684
United States,USA,2013,68678.226,6720.565,5454.616
United States,USA,2014,68848.068,6701.202,5563.348
United States,USA,2015,67534.871,6615.637,5621.134
United States,USA,2016,66340.211,6602.753,6187.854
United States,USA,2017,65618.912,6516.112,6759.386
United States,USA,2018,67859.201,6455.254,6873.904
United States,USA,2019,66525.162,6411.385,6960.604
Uzbekistan,UZB,1985,25833.976,0,835.355
Uzbekistan,UZB,1986,24904.774,0,692.836
Uzbekistan,UZB,1987,24486.919,0,991.095
Uzbekistan,UZB,1988,25360.94,0,1023.431
Uzbekistan,UZB,1989,25389.462,0,767.335
Uzbekistan,UZB,1990,23986.221,0,905.318
Uzbekistan,UZB,1991,23816.772,0,802.145
Uzbekistan,UZB,1992,22060.605,0,816.245
Uzbekistan,UZB,1993,23143.421,0,934.906
Uzbekistan,UZB,1994,22260.231,0,889.944
Uzbekistan,UZB,1995,21504.262,0,754.197
Uzbekistan,UZB,1996,21751.319,0,780.41
Uzbekistan,UZB,1997,21231.176,0,678.817
Uzbekistan,UZB,1998,20902.837,0,665.438
Uzbekistan,UZB,1999,23345.523,0,647.678
Uzbekistan,UZB,2000,23365.436,0,659.288
Uzbekistan,UZB,2001,23098.29,0,661.331
Uzbekistan,UZB,2002,23333.662,0,666.967
Uzbekistan,UZB,2003,21267.603,0,757.018
Uzbekistan,UZB,2004,21339.971,0,674.045
Uzbekistan,UZB,2005,20430.954,0,699.808
Uzbekistan,UZB,2006,18804.629,0,583.348
Uzbekistan,UZB,2007,19640.713,0,630.461
Uzbekistan,UZB,2008,18359.763,0,419.072
Uzbekistan,UZB,2009,17953.252,0,606.046
Uzbekistan,UZB,2010,17387.155,0,749.046
Uzbekistan,UZB,2011,18191.89,0,511.666
Uzbekistan,UZB,2012,17398.221,0,555.839
Uzbekistan,UZB,2013,17198.326,0,536.289
Uzbekistan,UZB,2014,17612.034,0,517.331
Uzbekistan,UZB,2015,16482.494,0,492.416
Uzbekistan,UZB,2016,15149.376,0,586.062
Uzbekistan,UZB,2017,14882.573,0,659.267
Uzbekistan,UZB,2018,15191.219,0,451.444
Uzbekistan,UZB,2019,14534.125,0,488.292
Venezuela,VEN,1965,19339.333,0,392.363
Venezuela,VEN,1966,18874.776,0,386.611
Venezuela,VEN,1967,19206.407,0,438.653
Venezuela,VEN,1968,19791.373,0,713.263
Venezuela,VEN,1969,19274.131,0,802.056
Venezuela,VEN,1970,18632.86,0,1000.352
Venezuela,VEN,1971,18072.014,0,1274.667
Venezuela,VEN,1972,18469.24,0,1382.231
Venezuela,VEN,1973,20684.926,0,1388.444
Venezuela,VEN,1974,20498.908,0,1670.309
Venezuela,VEN,1975,20511.013,0,1880.846
Venezuela,VEN,1976,21618.924,0,2164.998
Venezuela,VEN,1977,23338.234,0,2419.517
Venezuela,VEN,1978,23221.636,0,2365.319
Venezuela,VEN,1979,24747.584,0,2677.922
Venezuela,VEN,1980,27207.444,0,2668.74
Venezuela,VEN,1981,27482.202,0,2686.956
Venezuela,VEN,1982,27213.942,0,2742.403
Venezuela,VEN,1983,26002.225,0,3051.453
Venezuela,VEN,1984,25511.402,0,3331.789
Venezuela,VEN,1985,25219.594,0,3632.284
Venezuela,VEN,1986,26268.95,0,3932.375
Venezuela,VEN,1987,24659.406,0,4698.901
Venezuela,VEN,1988,24717.185,0,5080.935
Venezuela,VEN,1989,24290.657,0,5024.237
Venezuela,VEN,1990,25171.744,0,5232.549
Venezuela,VEN,1991,23682.896,0,6156.841
Venezuela,VEN,1992,25188.987,0,6387.219
Venezuela,VEN,1993,24278.715,0,6275.084
Venezuela,VEN,1994,25829.223,0,6633.559
Venezuela,VEN,1995,26230.474,0,6516.656
Venezuela,VEN,1996,24552.76,0,6681.637
Venezuela,VEN,1997,25396.934,0,6965.492
Venezuela,VEN,1998,26770.277,0,6908.727
Venezuela,VEN,1999,24775.315,0,7090.711
Venezuela,VEN,2000,24670.53,0,7220.712
Venezuela,VEN,2001,26412.955,0,6767.897
Venezuela,VEN,2002,26006.053,0,6503.527
Venezuela,VEN,2003,22221.036,0,6453.938
Venezuela,VEN,2004,24113.28,0,7296.751
Venezuela,VEN,2005,24390.803,0,7844.978
Venezuela,VEN,2006,27173.531,0,8104.821
Venezuela,VEN,2007,26878.367,0,8094.552
Venezuela,VEN,2008,27355.621,0,8282.7
Venezuela,VEN,2009,26950.632,0,8033.811
Venezuela,VEN,2010,25483.673,0,7028.353
Venezuela,VEN,2011,26007.68,0,7459.855
Venezuela,VEN,2012,27107.572,0,7170.892
Venezuela,VEN,2013,25787.158,0,7170.705
Venezuela,VEN,2014,24901.763,0,6671.128
Venezuela,VEN,2015,24248.996,0,6173.204
Venezuela,VEN,2016,22619.237,0,5198.675
Venezuela,VEN,2017,21932.029,0,5042.709
Venezuela,VEN,2018,18694.602,0,4903.819
Venezuela,VEN,2019,16184.179,0,5507.746
Vietnam,VNM,1965,751.462,0,24.946
Vietnam,VNM,1966,1291.87,0,27.808
Vietnam,VNM,1967,1738.562,0,29.807
Vietnam,VNM,1968,1751.391,0,32.367
Vietnam,VNM,1969,2016.061,0,35.455
Vietnam,VNM,1970,2047.445,0,38.398
Vietnam,VNM,1971,1776.127,0,38.341
Vietnam,VNM,1972,1692.427,0,25.736
Vietnam,VNM,1973,1747.385,0,25.034
Vietnam,VNM,1974,1264.18,0,24.48
Vietnam,VNM,1975,1372.639,0,28.509
Vietnam,VNM,1976,761.667,0,31.078
Vietnam,VNM,1977,797.289,0,32.769
Vietnam,VNM,1978,799.469,0,42.769
Vietnam,VNM,1979,835.483,0,52.317
Vietnam,VNM,1980,916.508,0,76.146
Vietnam,VNM,1981,897.255,0,75.394
Vietnam,VNM,1982,939.178,0,76.272
Vietnam,VNM,1983,980.009,0,58.424
Vietnam,VNM,1984,947.852,0,74.634
Vietnam,VNM,1985,925.988,0,67.372
Vietnam,VNM,1986,1001.086,0,62.74
Vietnam,VNM,1987,1112.147,0,60.35
Vietnam,VNM,1988,1069.307,0,76.397
Vietnam,VNM,1989,900.567,0,160.197
Vietnam,VNM,1990,896.175,0,219.358
Vietnam,VNM,1991,856.392,0,252.707
Vietnam,VNM,1992,902.914,0,283.253
Vietnam,VNM,1993,1021.737,0,306.017
Vietnam,VNM,1994,1106.812,0,348.604
Vietnam,VNM,1995,1268.553,0,392.397
Vietnam,VNM,1996,1438.384,0,438.491
Vietnam,VNM,1997,1719.911,0,419.802
Vietnam,VNM,1998,1891.04,0,394.535
Vietnam,VNM,1999,1845.967,0,484.098
Vietnam,VNM,2000,2117.793,0,505.812
Vietnam,VNM,2001,2309.875,0,622.406
Vietnam,VNM,2002,2568.328,0,611.987
Vietnam,VNM,2003,2772.391,0,628.475
Vietnam,VNM,2004,3541.78,0,580.685
Vietnam,VNM,2005,3791.664,0,532.148
Vietnam,VNM,2006,3290.507,0,624.695
Vietnam,VNM,2007,3536.174,0,700.166
Vietnam,VNM,2008,4414.289,0,797.062
Vietnam,VNM,2009,4346.935,0,905.21
Vietnam,VNM,2010,5065.531,0,848.471
Vietnam,VNM,2011,5461.811,0,1200.752
Vietnam,VNM,2012,5388.221,0,1531.911
Vietnam,VNM,2013,5670.82,0,1634.904
Vietnam,VNM,2014,6182.864,0,1728.708
Vietnam,VNM,2015,7111.322,0,1567.484
Vietnam,VNM,2016,7445.571,0,1781.413
Vietnam,VNM,2017,7386.004,0,2355.057
Vietnam,VNM,2018,8607.678,0,2210.678
Vietnam,VNM,2019,10056.813,0,1804.925
World,OWID_WRL,1965,12143.021,21.243,782.852
World,OWID_WRL,1966,12526.509,28.066,818.048
World,OWID_WRL,1967,12741.702,32.743,819.04
World,OWID_WRL,1968,13239.378,40.759,845.793
World,OWID_WRL,1969,13848.174,47.335,877.231
World,OWID_WRL,1970,14425.724,59.208,901.051
World,OWID_WRL,1971,14689.233,80.708,923.247
World,OWID_WRL,1972,15160.688,109.748,948.012
World,OWID_WRL,1973,15731.715,144.202,944.197
World,OWID_WRL,1974,15388.096,184.964,1016.553
World,OWID_WRL,1975,15108.315,251.835,1010.051
World,OWID_WRL,1976,15662.693,289.281,990.584
World,OWID_WRL,1977,15892.298,353.698,1006.314
World,OWID_WRL,1978,16071.225,403.834,1069.518
World,OWID_WRL,1979,16324.033,412.725,1104.239
World,OWID_WRL,1980,15853.029,443.6,1109.771
World,OWID_WRL,1981,15393.595,514.75,1115.563
World,OWID_WRL,1982,14954.595,548.758,1120.342
World,OWID_WRL,1983,14834.671,611.057,1150.12
World,OWID_WRL,1984,15183.884,728.45,1171.4
World,OWID_WRL,1985,15199.642,849.099,1173.429
World,OWID_WRL,1986,15215.731,893.008,1171.632
World,OWID_WRL,1987,15435.931,953.723,1168.59
World,OWID_WRL,1988,15694.589,1020.999,1184.086
World,OWID_WRL,1989,15729.796,1031.575,1164.072
World,OWID_WRL,1990,15593.527,1043.102,1208.092
World,OWID_WRL,1991,15387.074,1075.434,1218.532
World,OWID_WRL,1992,15268.66,1066.922,1204.074
World,OWID_WRL,1993,15057.246,1087.317,1255.515
World,OWID_WRL,1994,15027.302,1091.779,1249.922
World,OWID_WRL,1995,15059.961,1123.062,1299.094
World,OWID_WRL,1996,15299.185,1147.758,1299.285
World,OWID_WRL,1997,15236.875,1124.405,1310.394
World,OWID_WRL,1998,15108.612,1128.5,1308.133
World,OWID_WRL,1999,15165.84,1156.307,1306.271
World,OWID_WRL,2000,15351.914,1166.953,1318.438
World,OWID_WRL,2001,15341.046,1176.949,1268.913
World,OWID_WRL,2002,15493.537,1173.119,1281.657
World,OWID_WRL,2003,15962.245,1127.782,1268.534
World,OWID_WRL,2004,16507.197,1157.02,1348.134
World,OWID_WRL,2005,16884.825,1138.492,1384.765
World,OWID_WRL,2006,17152.992,1131.314,1432.626
World,OWID_WRL,2007,17522.482,1087.796,1465.992
World,OWID_WRL,2008,17433.924,1064.484,1559.443
World,OWID_WRL,2009,16909.225,1030.251,1574.581
World,OWID_WRL,2010,17492.341,1037.615,1675.008
World,OWID_WRL,2011,17744.014,976.302,1727.259
World,OWID_WRL,2012,17761.037,893.117,1810.606
World,OWID_WRL,2013,17813.835,885.326,1907.451
World,OWID_WRL,2014,17677.481,886.459,1968.72
World,OWID_WRL,2015,17550.113,882.961,2012.209
World,OWID_WRL,2016,17511.448,881.02,2098.487
World,OWID_WRL,2017,17556.326,873.942,2194.493
World,OWID_WRL,2018,17796.569,879.489,2298.676
World,OWID_WRL,2019,17730.236,897.574,2398.941
