Entity,Code,Year,Fossil fuels per capita (kWh),Nuclear per capita (kWh),Renewables per capita (kWh)
South Korea,KOR,1998,36491.014,5343.863,258.79
South Korea,KOR,1999,39121.407,6089.042,251.486
South Korea,KOR,2000,41221.361,6388.427,240.996
South Korea,KOR,2001,41975.364,6486.779,140.961
South Korea,KOR,2002,43539.753,6803.599,196.146
South Korea,KOR,2003,44277.37,7320.045,288.248
South Korea,KOR,2004,45026.921,7296.849,261.643
South Korea,KOR,2005,45693.894,8106.965,228.309
South Korea,KOR,2006,46336.657,8134.197,230.185
South Korea,KOR,2007,48242.685,7742.982,267.589
South Korea,KOR,2008,48749.599,8102.39,288.58
South Korea,KOR,2009,48990.941,7856.012,345.555
South Korea,KOR,2010,53050.826,7819.867,449.1
South Korea,KOR,2011,55235.251,8053.662,511.812
South Korea,KOR,2012,55798.096,7734.703,504.979
South Korea,KOR,2013,56073.18,7057.576,594.529
South Korea,KOR,2014,55396.081,7865.176,614.221
South Korea,KOR,2015,55921.727,8201.208,754.515
South Korea,KOR,2016,57338.182,7990.594,931.563
South Korea,KOR,2017,58835.897,7262.156,1165.827
South Korea,KOR,2018,60159.877,6484.241,1480.175
South Korea,KOR,2019,58322.54,7057.161,1703.619
Spain,ESP,1965,8685.142,0,1701.181
Spain,ESP,1966,9270.014,0,2330.319
Spain,ESP,1967,10494.852,0,1917.032
Spain,ESP,1968,10873.679,6.951,2042.404
Spain,ESP,1969,11855.229,68.703,2536.201
Spain,ESP,1970,13099.703,75.667,2280.577
Spain,ESP,1971,14030.888,204.522,2583.31
Spain,ESP,1972,14741.682,380.719,2847.176
Spain,ESP,1973,16681.271,518.423,2294.526
Spain,ESP,1974,17091.006,565.563,2397.476
Spain,ESP,1975,17781.673,584.062,2026.721
Spain,ESP,1976,19389.397,578.497,1617.111
Spain,ESP,1977,18533.901,494.238,3025.505
Spain,ESP,1978,18301.704,573.63,3042.284
Spain,ESP,1979,19411.677,497.797,3465.854
Spain,ESP,1980,20790.675,382.131,2204.068
Spain,ESP,1981,21090.09,699.932,1636.148
Spain,ESP,1982,20662.069,637.632,1949.608
Spain,ESP,1983,20903.292,770.935,1996.36
Spain,ESP,1984,19934.82,1661.902,2306.046
Spain,ESP,1985,19317.459,2011.155,2287.541
Spain,ESP,1986,19439.603,2677.838,1932.493
Spain,ESP,1987,19933.43,2943.004,1992.808
Spain,ESP,1988,19729.438,3590.856,2555.78
Spain,ESP,1989,21728.979,3985.421,1416.339
Spain,ESP,1990,21375.297,3845.23,1840.564
Spain,ESP,1991,22048.448,3928.432,1968.245
Spain,ESP,1992,23936.795,3931.647,1381.877
Spain,ESP,1993,22486.725,3938.947,1762.268
Spain,ESP,1994,23511.127,3874.114,2031.435
Spain,ESP,1995,24895.727,3871.661,1704.076
Spain,ESP,1996,24723.509,3920.728,2871.883
Spain,ESP,1997,26770.604,3836.785,2566.923
Spain,ESP,1998,27984.272,4076.155,2549.834
Spain,ESP,1999,29574.839,4041.081,1877.855
Spain,ESP,2000,30487.665,4232.568,2456.633
Spain,ESP,2001,30835.275,4255.129,3322.109
Spain,ESP,2002,31875.63,4121.802,2320.655
Spain,ESP,2003,32290.864,3957.41,3657.646
Spain,ESP,2004,33631.524,3975.755,3221.041
Spain,ESP,2005,34383.294,3516.044,2619.194
Spain,ESP,2006,33684.902,3593.067,3157.421
Spain,ESP,2007,33940.21,3221.895,3443.883
Spain,ESP,2008,31904.956,3379.153,3621.93
Spain,ESP,2009,28368.371,2971.344,4230.208
Spain,ESP,2010,27033.967,3423.08,5723.135
Spain,ESP,2011,27039.627,3177.468,5168.645
Spain,ESP,2012,26563,3364.255,5280.828
Spain,ESP,2013,24046.948,3094.884,6280.183
Spain,ESP,2014,23533.93,3117.624,6239.784
Spain,ESP,2015,24789.085,3106.105,5509.595
Spain,ESP,2016,24662.235,3161.098,5920.332
Spain,ESP,2017,26017.523,3114.459,5043.308
Spain,ESP,2018,25657.306,2968.321,5988.399
Spain,ESP,2019,25138.334,3096.224,5769.877
Sri Lanka,LKA,1965,493.6,0,91.251
Sri Lanka,LKA,1966,493.518,0,97.385
Sri Lanka,LKA,1967,493.458,0,97.692
Sri Lanka,LKA,1968,493.412,0,110.292
Sri Lanka,LKA,1969,493.394,0,124.847
Sri Lanka,LKA,1970,965.224,0,164.696
Sri Lanka,LKA,1971,860.958,0,179.876
Sri Lanka,LKA,1972,922.174,0,180.977
Sri Lanka,LKA,1973,942.815,0,145.827
Sri Lanka,LKA,1974,733.041,0,205.237
Sri Lanka,LKA,1975,696.277,0,217.416
Sri Lanka,LKA,1976,678.571,0,219.935
Sri Lanka,LKA,1977,708.625,0,236.247
Sri Lanka,LKA,1978,809.26,0,261.131
Sri Lanka,LKA,1979,817.446,0,274.566
Sri Lanka,LKA,1980,810.992,0,273.437
Sri Lanka,LKA,1981,941.357,0,285.835
Sri Lanka,LKA,1982,1051.862,0,288.082
Sri Lanka,LKA,1983,1133.307,0,215.015
Sri Lanka,LKA,1984,955.693,0,364.391
Sri Lanka,LKA,1985,857.932,0,411.378
Sri Lanka,LKA,1986,838.428,0,447.773
Sri Lanka,LKA,1987,940.823,0,363.328
Sri Lanka,LKA,1988,898.551,0,427.365
Sri Lanka,LKA,1989,842.758,0,454.85
Sri Lanka,LKA,1990,888.618,0,504.188
Sri Lanka,LKA,1991,927.48,0,493.683
Sri Lanka,LKA,1992,1078.696,0,454.151
Sri Lanka,LKA,1993,1037.468,0,588.254
Sri Lanka,LKA,1994,1138.433,0,627.756
Sri Lanka,LKA,1995,1223.294,0,687.342
Sri Lanka,LKA,1996,1482.539,0,491.809
Sri Lanka,LKA,1997,1598.565,0,518.421
Sri Lanka,LKA,1998,1698.635,0,585.773
Sri Lanka,LKA,1999,1843.877,0,622.294
Sri Lanka,LKA,2000,2170.752,0,474.557
Sri Lanka,LKA,2001,2118.317,0,455.615
Sri Lanka,LKA,2002,2221.096,0,389.17
Sri Lanka,LKA,2003,2218.446,0,471.144
Sri Lanka,LKA,2004,2162.22,0,415.482
Sri Lanka,LKA,2005,2459.155,0,477.397
Sri Lanka,LKA,2006,2536.164,0,631.441
Sri Lanka,LKA,2007,2670.869,0,530.91
Sri Lanka,LKA,2008,2420.822,0,548.786
Sri Lanka,LKA,2009,2531.892,0,511.605
Sri Lanka,LKA,2010,2500.152,0,738.306
Sri Lanka,LKA,2011,2780.114,0,599.126
Sri Lanka,LKA,2012,2946.116,0,436.693
Sri Lanka,LKA,2013,2524.707,0,892.683
Sri Lanka,LKA,2014,2457.606,0,600.4
Sri Lanka,LKA,2015,3086.982,0,777.893
Sri Lanka,LKA,2016,3529.576,0,566.022
Sri Lanka,LKA,2017,3743.13,0,554.925
Sri Lanka,LKA,2018,3721.786,0,842.238
Sri Lanka,LKA,2019,4015.15,0,656.468
Sweden,SWE,1965,33001.614,6.455,16647.674
Sweden,SWE,1966,36419.173,16.007,16181.129
Sweden,SWE,1967,35974.783,17.634,17382.639
Sweden,SWE,1968,39557.382,8.044,17046.867
Sweden,SWE,1969,41792.38,21.173,14518.873
Sweden,SWE,1970,45099.01,19.312,14352.381
Sweden,SWE,1971,42089.516,30.879,17900.486
Sweden,SWE,1972,42626.431,500.732,18446.414
Sweden,SWE,1973,43613.507,719.32,20537.24
Sweden,SWE,1974,39545.972,698.013,19581.752
Sweden,SWE,1975,39533.998,4056.026,19640.67
Sweden,SWE,1976,43061.874,5402.534,18642.17
Sweden,SWE,1977,41150.496,6703.907,18130.813
Sweden,SWE,1978,49137.124,7980.958,19474.664
Sweden,SWE,1979,52975.111,7041.17,20557.915
Sweden,SWE,1980,46836.875,8847.744,19904.417
Sweden,SWE,1981,41987.189,12572.249,20244.928
Sweden,SWE,1982,39389.825,13021.782,18699.072
Sweden,SWE,1983,35103.43,13670.198,21668.151
Sweden,SWE,1984,34227.009,16961.777,23234.431
Sweden,SWE,1985,37063.591,19462.739,24193.739
Sweden,SWE,1986,39583.076,23173.344,20843.785
Sweden,SWE,1987,34666.046,22227.848,24350.189
Sweden,SWE,1988,32577.008,22781.406,23603.419
Sweden,SWE,1989,31185.155,21403.653,24124.99
Sweden,SWE,1990,31307.032,22108.431,24142.4
Sweden,SWE,1991,27394.798,24721.759,20973.286
Sweden,SWE,1992,28232.735,20319.011,24431.482
Sweden,SWE,1993,27773.069,19497.177,24411.881
Sweden,SWE,1994,29025.815,23097.44,19386.366
Sweden,SWE,1995,27705.768,21985.519,22180.743
Sweden,SWE,1996,29693.54,23288.953,16932.888
Sweden,SWE,1997,27543.526,21901.522,22560.81
Sweden,SWE,1998,30519.592,23041.076,24371.567
Sweden,SWE,1999,29340.652,22912.224,23400.284
Sweden,SWE,2000,25898.121,17925.156,26001.422
Sweden,SWE,2001,26619.903,22364.831,25842.578
Sweden,SWE,2002,27176.688,20934.438,21866.346
Sweden,SWE,2003,28591.654,20518.691,17875.595
Sweden,SWE,2004,27564.109,23385.17,20666.419
Sweden,SWE,2005,27082.828,21631.789,24341.332
Sweden,SWE,2006,27492.732,19681.917,21088.825
Sweden,SWE,2007,26527.485,19413.571,22696.529
Sweden,SWE,2008,25013.002,18260.202,23660.533
Sweden,SWE,2009,23355.199,14697.06,22730.544
Sweden,SWE,2010,24452.406,16029.597,23398.027
Sweden,SWE,2011,22156.629,16554.228,23876.756
Sweden,SWE,2012,21141.611,17284.284,27341.369
Sweden,SWE,2013,20773.267,17690.379,22794.391
Sweden,SWE,2014,19918.423,17035.315,23544.456
Sweden,SWE,2015,19541.14,14597.761,27763.048
Sweden,SWE,2016,19987.649,16133.192,24359.211
Sweden,SWE,2017,19685.242,16581.538,25713.076
Sweden,SWE,2018,18930.934,17084.883,24334.874
Sweden,SWE,2019,19303.846,16536.01,26207.064
Switzerland,CHE,1965,19131.772,0,11515.044
Switzerland,CHE,1966,19449.407,0,12958.237
Switzerland,CHE,1967,20284.065,0,13879.699
Switzerland,CHE,1968,21979.222,0,13578.522
Switzerland,CHE,1969,23380.884,243.785,12870.532
Switzerland,CHE,1970,25653.001,797.522,13174.304
Switzerland,CHE,1971,26605.626,622.907,13006.139
Switzerland,CHE,1972,26956.605,1706.395,10768.967
Switzerland,CHE,1973,28782.795,2785.284,11735.539
Switzerland,CHE,1974,25786.465,3105.12,12236.992
Switzerland,CHE,1975,24964.022,3401.981,14130.335
Switzerland,CHE,1976,25911.271,3480.555,11332.695
Switzerland,CHE,1977,26289.39,3565.155,15330.025
Switzerland,CHE,1978,27059.95,3700.327,13954.367
Switzerland,CHE,1979,26212.887,5215.793,13242.23
Switzerland,CHE,1980,26585.337,6341.507,14861.801
Switzerland,CHE,1981,25124.604,6763.559,15689.462
Switzerland,CHE,1982,23760.476,6650.236,15979.117
Switzerland,CHE,1983,25677.731,6864.704,15494.241
Switzerland,CHE,1984,25192.109,8008.484,13143.149
Switzerland,CHE,1985,25527.68,9669.805,13993.394
Switzerland,CHE,1986,27417.261,9622.976,14317.296
Switzerland,CHE,1987,25937.575,9745.549,15011.231
Switzerland,CHE,1988,25756.541,9597.221,15395.487
Switzerland,CHE,1989,24872.567,9548.473,12759.989
Switzerland,CHE,1990,26380.807,9799.922,12624.577
Switzerland,CHE,1991,26735.602,9423.402,13443.712
Switzerland,CHE,1992,26751.295,9521.763,13572.666
Switzerland,CHE,1993,25082.664,9377.25,14669.862
Switzerland,CHE,1994,25514.291,9686.47,15865.758
Switzerland,CHE,1995,24012.881,9815.976,14195.252
Switzerland,CHE,1996,24787.541,9854.2,11591.836
Switzerland,CHE,1997,25592.917,9915.221,13640.733
Switzerland,CHE,1998,25849.353,10046.745,13385.756
Switzerland,CHE,1999,25640.59,9667.007,15917.192
Switzerland,CHE,2000,24942.497,10211.415,14652.686
Switzerland,CHE,2001,26441.915,10234.847,16228.577
Switzerland,CHE,2002,25052.013,10270.573,13709.999
Switzerland,CHE,2003,24564.145,10231.644,13389.452
Switzerland,CHE,2004,24400.22,9894.599,12842.293
Switzerland,CHE,2005,24684.485,8440.298,11752.465
Switzerland,CHE,2006,24842.501,9900.935,11517.539
Switzerland,CHE,2007,22525.749,9773.022,12855.67
Switzerland,CHE,2008,23692.832,9525.472,12924.987
Switzerland,CHE,2009,23529.254,9350.344,12594.613
Switzerland,CHE,2010,22345.943,8858.687,12510.033
Switzerland,CHE,2011,21028.327,8818.017,11148.632
Switzerland,CHE,2012,21429.195,8242.661,13032.575
Switzerland,CHE,2013,22183.239,8265.774,12838.066
Switzerland,CHE,2014,19543.586,8608.507,12607.969
Switzerland,CHE,2015,19760.844,7091.356,12528.947
Switzerland,CHE,2016,18902.778,6392.02,11342.064
Switzerland,CHE,2017,19100.62,6068.259,11160.535
Switzerland,CHE,2018,18191.128,7116.833,11218.964
Switzerland,CHE,2019,18462.576,6638.029,11197.077
Taiwan,TWN,1965,4860.937,0,556.805
Taiwan,TWN,1966,5067.375,0,554.847
Taiwan,TWN,1967,5419.415,0,532.393
Taiwan,TWN,1968,5868.613,0,758.165
Taiwan,TWN,1969,6177.278,0,582.545
Taiwan,TWN,1970,6647.444,0,533.258
Taiwan,TWN,1971,8257.872,0,562.36
Taiwan,TWN,1972,8579.425,0,648.018
Taiwan,TWN,1973,9995.828,0,594.377
Taiwan,TWN,1974,9135.197,0,807.953
Taiwan,TWN,1975,9873.296,0,887.574
Taiwan,TWN,1976,12188.77,0,709.905
Taiwan,TWN,1977,13250.443,16.136,655.695
Taiwan,TWN,1978,14938.889,427.943,795.941
Taiwan,TWN,1979,15154.496,997.819,720.025
Taiwan,TWN,1980,15791.837,1271.992,453.939
Taiwan,TWN,1981,13755.099,1628.922,731.549
Taiwan,TWN,1982,13249.895,1966.936,720.002
Taiwan,TWN,1983,14188.803,2799.057,739.206
Taiwan,TWN,1984,14277.079,3588.08,640.426
Taiwan,TWN,1985,16317.46,4133.894,864.012
Taiwan,TWN,1986,18128.164,3825.951,871.174
Taiwan,TWN,1987,18799.62,4645.994,772.985
Taiwan,TWN,1988,21358.578,4248.201,648.218
Taiwan,TWN,1989,22999.847,3875.698,710.094
Taiwan,TWN,1990,23624.452,4457.951,912.497
Taiwan,TWN,1991,25015.314,4740.465,570.651
Taiwan,TWN,1992,26250.91,4505.108,928.737
Taiwan,TWN,1993,28169.189,4534.487,590.311
Taiwan,TWN,1994,29681.19,4567.487,713.455
Taiwan,TWN,1995,31479.943,4593.514,696.689
Taiwan,TWN,1996,32549.54,4884.634,690.051
Taiwan,TWN,1997,34944.911,4662.561,741.206
Taiwan,TWN,1998,36834.847,4709.063,872.015
Taiwan,TWN,1999,40964.968,4886.243,738.244
Taiwan,TWN,2000,41673.71,4868.77,710.613
Taiwan,TWN,2001,43190.055,4429.571,807.327
Taiwan,TWN,2002,44659.39,4871.604,556.818
Taiwan,TWN,2003,46762.498,4725.901,589.087
Taiwan,TWN,2004,48926.669,4736.373,609.673
Taiwan,TWN,2005,49077.873,4735.3,702.127
Taiwan,TWN,2006,49968.165,4669.303,727.857
Taiwan,TWN,2007,51942.776,4696.743,781.054
Taiwan,TWN,2008,48679.8,4681.909,769.915
Taiwan,TWN,2009,47655.618,4720.197,714.292
Taiwan,TWN,2010,50365.867,4680.919,795.991
Taiwan,TWN,2011,49526.156,4690.508,823.789
Taiwan,TWN,2012,49429.965,4459.531,1002.907
Taiwan,TWN,2013,50319.527,4551.57,1010.232
Taiwan,TWN,2014,51523.748,4592.041,897.199
Taiwan,TWN,2015,51369.194,3916.599,946.011
Taiwan,TWN,2016,52476.71,3371.235,1177.121
Taiwan,TWN,2017,53596.334,2370.174,1131.898
Taiwan,TWN,2018,53689.499,2899.83,1136.633
Taiwan,TWN,2019,51428.304,3366.698,1410.529
Thailand,THA,1965,886.771,0,73.41
Thailand,THA,1966,1020.081,0,90.139
Thailand,THA,1967,1114.102,0,112.496
Thailand,THA,1968,1417.527,0,112.178
Thailand,THA,1969,1489.978,0,81.1
Thailand,THA,1970,1680.614,0,134.578
Thailand,THA,1971,1803.365,0,149.854
Thailand,THA,1972,2184.316,0,122.891
Thailand,THA,1973,2249.222,0,130.036
Thailand,THA,1974,2242.239,0,165.514
Thailand,THA,1975,2364.187,0,223.07
Thailand,THA,1976,2432.852,0,232.907
Thailand,THA,1977,2663.339,0,204.239
Thailand,THA,1978,2925.607,0,129.063
Thailand,THA,1979,2954.864,0,195.334
Thailand,THA,1980,3016.734,0,74.643
Thailand,THA,1981,2896.639,0,170.946
Thailand,THA,1982,2864.692,0,216.33
Thailand,THA,1983,3141.777,0,202.628
Thailand,THA,1984,3392.114,0,221.864
Thailand,THA,1985,3522.03,0,197.067
Thailand,THA,1986,3603.901,0,290.031
Thailand,THA,1987,4178.721,0,209.116
Thailand,THA,1988,4641.685,0,189.684
Thailand,THA,1989,5190.277,0,275.615
Thailand,THA,1990,6135.376,0,241.891
Thailand,THA,1991,6739.552,0,220.109
Thailand,THA,1992,7404.067,0,200.837
Thailand,THA,1993,8408.317,0,173.412
Thailand,THA,1994,9323.435,0,210.161
Thailand,THA,1995,10033.521,0,314.636
Thailand,THA,1996,11228.059,0,342.874
Thailand,THA,1997,11716.32,0,335.792
Thailand,THA,1998,10786.949,0,243.491
Thailand,THA,1999,11483.036,0,171.98
Thailand,THA,2000,11513.316,0,283.207
Thailand,THA,2001,12025.238,0,295.152
Thailand,THA,2002,13085.389,0,347.481
Thailand,THA,2003,14082.476,0,356.182
Thailand,THA,2004,15018.959,0,322.897
Thailand,THA,2005,15452.026,0,315.894
Thailand,THA,2006,15498.017,0,417.124
Thailand,THA,2007,16097.098,0,443.921
Thailand,THA,2008,16199.632,0,447.903
Thailand,THA,2009,16661.468,0,476.306
Thailand,THA,2010,17675.982,0,456.348
Thailand,THA,2011,18164.98,0,585.463
Thailand,THA,2012,19268.543,0,680.031
Thailand,THA,2013,19497.057,0,685.152
Thailand,THA,2014,19864.579,0,783.155
Thailand,THA,2015,20416.839,0,788.706
Thailand,THA,2016,20715.064,0,871.465
Thailand,THA,2017,20853.322,0,1023.608
Thailand,THA,2018,21153.479,0,1252
Thailand,THA,2019,21013.216,0,1385.292
Trinidad and Tobago,TTO,1965,36870.264,0,0
Trinidad and Tobago,TTO,1966,38930.808,0,0
Trinidad and Tobago,TTO,1967,41230.124,0,0
Trinidad and Tobago,TTO,1968,42228.055,0,0
Trinidad and Tobago,TTO,1969,43268.217,0,0
Trinidad and Tobago,TTO,1970,47281.077,0,0
Trinidad and Tobago,TTO,1971,47121.828,0,101.697
Trinidad and Tobago,TTO,1972,64186.424,0,100.436
Trinidad and Tobago,TTO,1973,62774.178,0,82.032
Trinidad and Tobago,TTO,1974,59623.454,0,69.723
Trinidad and Tobago,TTO,1975,47320.813,0,63.194
Trinidad and Tobago,TTO,1976,52500.38,0,51.491
Trinidad and Tobago,TTO,1977,53875.7,0,61.491
Trinidad and Tobago,TTO,1978,53456.402,0,76.428
Trinidad and Tobago,TTO,1979,46558.545,0,75.356
Trinidad and Tobago,TTO,1980,44117.321,0,66.564
Trinidad and Tobago,TTO,1981,45889.434,0,47.893
Trinidad and Tobago,TTO,1982,53041.253,0,44.643
Trinidad and Tobago,TTO,1983,50936.98,0,39.055
Trinidad and Tobago,TTO,1984,49476.482,0,31.265
Trinidad and Tobago,TTO,1985,50468.378,0,40.361
Trinidad and Tobago,TTO,1986,51875.24,0,61.05
Trinidad and Tobago,TTO,1987,48464.314,0,72.06
Trinidad and Tobago,TTO,1988,52880.296,0,62.292
Trinidad and Tobago,TTO,1989,51639.299,0,59.54
Trinidad and Tobago,TTO,1990,56921.416,0,70.525
Trinidad and Tobago,TTO,1991,56394.724,0,56.505
Trinidad and Tobago,TTO,1992,59297.283,0,67.367
Trinidad and Tobago,TTO,1993,62160.942,0,62.522
Trinidad and Tobago,TTO,1994,65552.953,0,71.111
Trinidad and Tobago,TTO,1995,70866.581,0,73.099
Trinidad and Tobago,TTO,1996,80085.107,0,37.538
Trinidad and Tobago,TTO,1997,79934.763,0,39.683
Trinidad and Tobago,TTO,1998,81009.226,0,39.62
Trinidad and Tobago,TTO,1999,89898.487,0,39.557
Trinidad and Tobago,TTO,2000,93742.142,0,44.127
Trinidad and Tobago,TTO,2001,100728.859,0,64.296
Trinidad and Tobago,TTO,2002,108891.306,0,57.898
Trinidad and Tobago,TTO,2003,121455.392,0,28.64
Trinidad and Tobago,TTO,2004,132922.288,0,52.829
Trinidad and Tobago,TTO,2005,141869.497,0,50.516
Trinidad and Tobago,TTO,2006,164810.384,0,58.846
Trinidad and Tobago,TTO,2007,169317.753,0,44.435
Trinidad and Tobago,TTO,2008,166062.245,0,46.467
Trinidad and Tobago,TTO,2009,163814.43,0,44.754
Trinidad and Tobago,TTO,2010,176098.881,0,7.861
Trinidad and Tobago,TTO,2011,171903.191,0,7.767
Trinidad and Tobago,TTO,2012,168096.38,0,7.668
Trinidad and Tobago,TTO,2013,170077.543,0,7.571
Trinidad and Tobago,TTO,2014,168208.656,0,8.386
Trinidad and Tobago,TTO,2015,162254.883,0,9.512
Trinidad and Tobago,TTO,2016,143120.031,0,9.4
Trinidad and Tobago,TTO,2017,151208.261,0,9.305
Trinidad and Tobago,TTO,2018,142567.379,0,8.35
Trinidad and Tobago,TTO,2019,142110.53,0,8.29
Turkey,TUR,1965,2733.701,0,204.39
Turkey,TUR,1966,3077.53,0,215.449
Turkey,TUR,1967,3108.211,0,218.507
Turkey,TUR,1968,3502.149,0,280.133
Turkey,TUR,1969,3737.255,0,295.511
Turkey,TUR,1970,3933.51,0,254.776
Turkey,TUR,1971,4315.339,0,215.575
Turkey,TUR,1972,4684.522,0,256.558
Turkey,TUR,1973,5264.62,0,207.592
Turkey,TUR,1974,5188.76,0,257.927
Turkey,TUR,1975,5487.359,0,433.078
Turkey,TUR,1976,5919.805,0,589.962
Turkey,TUR,1977,6374.423,0,593.985
Turkey,TUR,1978,6576.681,0,625.846
Turkey,TUR,1979,5963.043,0,674.119
Turkey,TUR,1980,6014.811,0,725.409
Turkey,TUR,1981,5857.847,0,785.772
Turkey,TUR,1982,6231.194,0,855.013
Turkey,TUR,1983,6504.205,0,669.333
Turkey,TUR,1984,6608.056,0,776.421
Turkey,TUR,1985,7132.722,0,681.295
Turkey,TUR,1986,7689.607,0,660.308
Turkey,TUR,1987,8304.67,0,1015.185
Turkey,TUR,1988,8483.253,0,1548.5
Turkey,TUR,1989,8763.363,0,943.655
Turkey,TUR,1990,9148.845,0,1196.57
Turkey,TUR,1991,9232.024,0,1155.007
Turkey,TUR,1992,9406.288,0,1329.606
Turkey,TUR,1993,9794.238,0,1671.203
Turkey,TUR,1994,9452.417,0,1482.211
Turkey,TUR,1995,10336.292,0,1702.65
Turkey,TUR,1996,11016.357,0,1904.16
Turkey,TUR,1997,11460.011,0,1849.287
Turkey,TUR,1998,11504.485,0,1927.665
Turkey,TUR,1999,11340.335,0,1556.947
Turkey,TUR,2000,12215.829,0,1368.395
Turkey,TUR,2001,11124,0,1046.679
Turkey,TUR,2002,11673.468,0,1429.638
Turkey,TUR,2003,12213.112,0,1465.814
Turkey,TUR,2004,12554.896,0,1870.785
Turkey,TUR,2005,13002.923,0,1574.553
Turkey,TUR,2006,14237.289,0,1730.833
Turkey,TUR,2007,15393.501,0,1391.719
Turkey,TUR,2008,15356.753,0,1290.319
Turkey,TUR,2009,15249.688,0,1402.978
Turkey,TUR,2010,15278.435,0,2008.523
Turkey,TUR,2011,16140.839,0,2050.169
Turkey,TUR,2012,16738.599,0,2250.397
Turkey,TUR,2013,16145.572,0,2334.379
Turkey,TUR,2014,17062.332,0,1734.264
Turkey,TUR,2015,17534.128,0,2694.991
Turkey,TUR,2016,18057.627,0,2842.937
Turkey,TUR,2017,19117.622,0,2689.456
Turkey,TUR,2018,18245.443,0,2951.067
Turkey,TUR,2019,17595.499,0,3991.79
Turkmenistan,TKM,1985,44110.763,0,2.569
Turkmenistan,TKM,1986,53579.627,0,2.507
Turkmenistan,TKM,1987,52003.079,0,2.446
Turkmenistan,TKM,1988,51051.6,0,2.385
Turkmenistan,TKM,1989,51110.359,0,2.324
Turkmenistan,TKM,1990,41227.727,0,2.262
Turkmenistan,TKM,1991,41167.09,0,2.199
Turkmenistan,TKM,1992,38194.603,0,2.991
Turkmenistan,TKM,1993,30485.769,0,3.463
Turkmenistan,TKM,1994,31699.141,0,2.7
Turkmenistan,TKM,1995,25515.28,0,2.64
Turkmenistan,TKM,1996,36481.233,0,3.24
Turkmenistan,TKM,1997,27498.211,0,3.189
Turkmenistan,TKM,1998,33790.588,0,3.777
Turkmenistan,TKM,1999,31872.43,0,3.11
Turkmenistan,TKM,2000,26530.37,0,1.94
Turkmenistan,TKM,2001,33134.951,0,1.907
Turkmenistan,TKM,2002,27669.464,0,1.876
Turkmenistan,TKM,2003,37824.273,0,1.845
Turkmenistan,TKM,2004,37082.228,0,1.815
Turkmenistan,TKM,2005,37138.113,0,1.784
Turkmenistan,TKM,2006,37100.623,0,1.753
Turkmenistan,TKM,2007,35557.222,0,1.72
Turkmenistan,TKM,2008,28777.736,0,1.687
Turkmenistan,TKM,2009,46244.531,0,1.652
Turkmenistan,TKM,2010,49057.85,0,1.698
Turkmenistan,TKM,2011,53534.711,0,1.808
Turkmenistan,TKM,2012,57318.617,0,2.022
Turkmenistan,TKM,2013,49987.317,0,2.387
Turkmenistan,TKM,2014,50863.835,0,2.92
Turkmenistan,TKM,2015,59802.538,0,3.807
Turkmenistan,TKM,2016,58197.63,0,4.501
Turkmenistan,TKM,2017,56630.189,0,4.391
Turkmenistan,TKM,2018,62390.34,0,4.296
Turkmenistan,TKM,2019,67654.188,0,4.215
Ukraine,UKR,1985,51016.826,2908.042,584.405
Ukraine,UKR,1986,51691.642,2322.698,579.473
Ukraine,UKR,1987,52343.512,2734.684,520.333
Ukraine,UKR,1988,50951.831,3895.8,645.633
Ukraine,UKR,1989,48877.243,3593.168,547.176
Ukraine,UKR,1990,56940.721,4111.857,567.506
Ukraine,UKR,1991,52364.357,4055.448,632.087
Ukraine,UKR,1992,45345.163,3984.388,425.884
Ukraine,UKR,1993,37539.374,4072.969,597.551
Ukraine,UKR,1994,31405.131,3739.044,658.112
Ukraine,UKR,1995,30275.103,3848.369,543.125
Ukraine,UKR,1996,28746.08,4370.253,474.057
Ukraine,UKR,1997,27008,4396.505,545.516
Ukraine,UKR,1998,26454.334,4201.206,879.004
Ukraine,UKR,1999,27110.987,4061.367,807.427
Ukraine,UKR,2000,27341.297,4398.957,641.577
Ukraine,UKR,2001,27211.501,4342.937,686.942
Ukraine,UKR,2002,27232.542,4456.935,551.416
Ukraine,UKR,2003,28110.796,4660.992,530.707
Ukraine,UKR,2004,27924.936,4989.078,675.706
Ukraine,UKR,2005,28167.015,5091.438,711.376
Ukraine,UKR,2006,28727.098,5174.494,741.032
Ukraine,UKR,2007,28714.886,5301.619,599.756
Ukraine,UKR,2008,27840.552,5137.852,676.023
Ukraine,UKR,2009,23259.073,4732.281,691.546
Ukraine,UKR,2010,24964.42,5076.252,762.417
Ukraine,UKR,2011,26353.367,5126.563,636.075
Ukraine,UKR,2012,25679.804,5107.851,636.609
Ukraine,UKR,2013,24345.423,4704.115,854.474
Ukraine,UKR,2014,20838.404,4986.312,573.58
Ukraine,UKR,2015,16612.656,4934.701,399.959
Ukraine,UKR,2016,18038.444,4552.772,520.596
Ukraine,UKR,2017,16149.581,4808.952,610.424
Ukraine,UKR,2018,16760.751,4740.802,727.075
Ukraine,UKR,2019,16150.036,4671.826,668.122
United Arab Emirates,ARE,1965,5696.892,0,0
United Arab Emirates,ARE,1966,5700.262,0,0
United Arab Emirates,ARE,1967,31804.472,0,0
United Arab Emirates,ARE,1968,37949.282,0,0
United Arab Emirates,ARE,1969,34329.709,0,0
United Arab Emirates,ARE,1970,40874.888,0,0
